request_id,timestamp,method,path,remote_addr,session_id,decision_action,risk_score,latency_ms,backend_status,label,attack_types_json,feature_json
d78e515f45f9,2026-04-02T13:22:32+00:00,GET,/,127.0.0.1,anonymous,allow,0.1671,26.0611,,,[],"{""abnormal_session_establishment_signal"": 0.0, ""active_connection_pressure"": 0.0833, ""admin_path_signal"": 0.0, ""automation_abuse_signal"": 0.0, ""automation_fingerprint_signal"": 0.0, ""automation_user_agent_signal"": 0.0, ""body_length"": 0.0, ""body_length_score"": 0.0, ""bot_likelihood_score"": 0.0, ""browser_claim_signal"": 0.0, ""browser_integrity_gap_score"": 0.0, ""browser_integrity_signal"": 0.0, ""brute_force_signal"": 0.0, ""command_injection_signal"": 0.0, ""concurrent_sessions_pressure"": 0.1667, ""connection_burst_pressure"": 0.0556, ""connection_churn_signal"": 0.0, ""connection_per_ip_pressure"": 0.0833, ""connection_reset_signal"": 0.0, ""cookies_count"": 0.0, ""critical_endpoint_signal"": 0.0, ""ddos_signal"": 0.0, ""encoded_character_ratio"": 0.0, ""endpoint_burst_score"": 0.07142857142857142, ""failed_login_attempts_window"": 0.0, ""fingerprint_reuse_score"": 0.0, ""half_open_signal"": 0.0, ""has_form_body"": 0.0, ""has_json_body"": 0.0, ""header_count"": 2.0, ""headless_browser_signal"": 0.0, ""human_browser_signal"": 0.0, ""ip_block_ratio"": 0.0, ""ip_request_rate_score"": 0.0, ""layer4_connection_signal"": 0.0, ""login_failure_signal"": 0.0, ""login_path_signal"": 0.0, ""malformed_transport_signal"": 0.0, ""method_is_mutating"": 0.0, ""missing_user_agent_signal"": 0.0, ""new_connections_per_second_pressure"": 0.125, ""path_depth"": 0.0, ""path_novelty_score"": 1.0, ""payload_evasion_signal"": 0.0, ""per_connection_throttle_signal"": 0.0, ""protected_endpoint_signal"": 0.0, ""query_attack_signal"": 0.0, ""query_length"": 13.0, ""query_length_score"": 0.10833333333333334, ""retry_timeout_signal"": 0.0, ""scraping_pattern_signal"": 0.0, ""scraping_surface_signal"": 0.0, ""session_request_rate_score"": 0.0, ""short_lived_abusive_signal"": 0.0, ""special_character_score"": 0.0833, ""sql_injection_signal"": 0.0, ""stale_connection_pressure"": 0.0, ""suspicious_keyword_hits"": 0.0, ""syn_like_flood_signal"": 0.0, ""token_bucket_pressure"": 0.0333, ""transport_enriched_signal"": 0.0, ""traversal_signal"": 0.0, ""udp_flood_signal"": 0.0, ""unique_path_pressure"": 0.0, ""url_length"": 31.0, ""xss_signal"": 0.0}"
